Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,source_year,Event Month,event_start,event_end,duration_hours
,2023-07-29 00:00:00,16:00:00,2023-08-01 00:00:00,07:00:00,Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,53630,2023,July,,,
,2023-07-29 00:00:00,16:25:00,2023-07-29 00:00:00,16:28:00,Maryland: Montgomery County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,54158,2023,July,,,
,2023-07-29 00:00:00,16:00:00,2023-07-29 00:00:00,16:01:00,Massachusetts: Franklin County[13];,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",- Threat of physical attack,0,0,2023,July,,,
,2023-07-30 00:00:00,20:30:00,Unknown,Unknown,Missouri: Kansas:,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,72173,2023,July,,,
,,14:58:00,2023-07-01 00:00:00,17:07:00,Illinois:,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,August,,,
,,09:02:00,2023-07-06 00:00:00,10:49:00,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Failure at high voltage substation or switchyard - Other,Unknown,Unknown,2023,August,,,
,,13:38:00,2023-07-06 00:00:00,15:04:00,Nebraska: Sarpy County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,August,,,
,,19:01:00,2023-07-06 00:00:00,21:11:00,Florida: Hillsborough County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,August,,,
,,07:00:00,2023-07-07 00:00:00,08:00:00,California: San Diego County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,August,,,
,,17:43:00,2023-07-11 00:00:00,13:27:00,Texas: Randall County; New Mexico:,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Weather or natural disaster,0,0,2023,August,,,
,,01:28:00,2023-07-12 00:00:00,22:30:00,Oregon: Lane County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Theft,0,0,2023,August,,,
,,01:28:00,Unknown,Unknown,Oregon: Lane County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Theft,0,0,2023,August,,,
,,03:32:00,2023-07-10 00:00:00,17:46:00,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Transmission equipment failure,0,0,2023,August,,,
,,15:00:00,Unknown,Unknown,Missouri: Kansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,163156,2023,August,,,
,,10:29:00,2023-07-16 00:00:00,10:56:00,California: Sacramento County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,August,,,
,,09:46:00,2023-07-17 00:00:00,11:00:00,New York: Broome County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,642,2023,August,,,
,,17:50:00,2023-07-25 00:00:00,14:00:00,Tennessee: Shelby County;,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,- Weather or natural disaster,1200,216000,2023,August,,,
,,13:30:00,2023-07-18 00:00:00,14:30:00,Missouri:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,August,,,
,,10:05:00,2023-07-20 00:00:00,10:06:00,Georgia: DeKalb County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,August,,,
,,15:30:00,2023-07-21 00:00:00,12:00:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,90354,2023,August,,,
,,16:30:00,2023-07-22 00:00:00,12:17:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,640,35257,2023,August,,,
,,14:52:00,2023-07-22 00:00:00,14:53:00,"Mississippi: Washington County, Sharkey County, Sunflower County;",SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,130,32781,2023,August,,,
,,18:52:00,2023-07-25 00:00:00,19:00:00,Tennessee: Shelby County;,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,- Unknown - Failure at high voltage substation or switchyard,820,Unknown,2023,August,,,
,,14:51:00,2023-07-26 00:00:00,17:23:00,"Michigan: Oakland County, Wayne County, Macomb County, Washtenaw County, Livingston County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,246000,2023,August,,,
,,13:31:00,2023-07-26 00:00:00,14:00:00,Idaho: Kootenai County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,- Physical attack - Vandalism - Suspicious activity,0,0,2023,August,,,
,,00:15:00,2023-07-28 00:00:00,05:06:00,Nebraska: Scotts Bluff County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Failure at high voltage substation or switchyard - Weather or natural disaster,0,0,2023,August,,,
,,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: King County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,- Physical attack - Vandalism - Other,0,0,2023,August,,,
,,22:58:00,2023-07-29 00:00:00,Unknown,"Wisconsin: Jefferson County, Waukesha County, Milwaukee County, Sheboygan County, Washington County, Ozaukee County, Walworth County, Kenosha County, Racine County; Michigan:",MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,213,85000,2023,August,,,
,,21:00:00,2023-07-30 00:00:00,10:00:00,"Illinois: Winnebago County, Cook County, Will County, DeKalb County, Kendall County;",MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,122921,2023,August,,,
,,18:00:00,2023-07-30 00:00:00,07:45:00,West Virginia: Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,52098,2023,August,,,
,,21:00:00,Unknown,Unknown,Maryland: Harford County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,61000,2023,August,,,
,,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: Skagit County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,- Physical attack - Vandalism,0,0,2023,August,,,
,,16:00:00,2023-08-01 00:00:00,07:00:00,Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,53630,2023,August,,,
,,16:25:00,2023-07-29 00:00:00,16:28:00,Maryland: Montgomery County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,54158,2023,August,,,
,,16:00:00,2023-07-29 00:00:00,16:01:00,Massachusetts: Franklin County[13];,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",- Threat of physical attack,0,0,2023,August,,,
,,20:30:00,Unknown,Unknown,Missouri: Kansas:,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",- Weather or natural disaster,Unknown,72173,2023,August,,,
,2023-09-29 00:00:00,22:16:00,09/29/2023,22:18:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,- Weather or natural disaster,18,9082,2023,September,,2023-09-29 22:18:00-05:00,
,09/29/2023,23:49:00,09/30/2023,03:10:00,Texas: New Mexico: Lea County;,"TRE,WECC"," Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Weather or natural disaster,0,0,2023,September,2023-09-29 23:49:00-05:00,2023-09-30 03:10:00-05:00,3.35
,09/29/2023,11:31:00,09/29/2023,12:07:00,Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-29 11:31:00-05:00,2023-09-29 12:07:00-05:00,0.6
,09/28/2023,13:06:00,09/28/2023,16:30:00,Massachusetts: Rhode Island:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-28 13:06:00-05:00,2023-09-28 16:30:00-05:00,3.4
,09/25/2023,05:12:00,09/25/2023,06:41:00,Louisiana: East Baton Rouge Parish;,SERC," Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Transmission equipment failure,103,23380,2023,September,2023-09-25 05:12:00-05:00,2023-09-25 06:41:00-05:00,1.4833333333333334
,09/29/2023,06:30:00,09/29/2023,07:01:00,Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-29 06:30:00-05:00,2023-09-29 07:01:00-05:00,0.5166666666666667
,09/28/2023,13:06:00,09/28/2023,16:30:00,Massachusetts: Rhode Island:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-28 13:06:00-05:00,2023-09-28 16:30:00-05:00,3.4
,09/24/2023,23:44:00,09/26/2023,20:45:00,"Texas: Dallas County, Tarrant County, McLennan County, Angelina County, Bell County, Williamson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,Unknown,130000,2023,September,2023-09-24 23:44:00-05:00,2023-09-26 20:45:00-05:00,45.016666666666666
,09/18/2023,08:53:00,09/18/2023,10:26:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,September,2023-09-18 08:53:00-05:00,2023-09-18 10:26:00-05:00,1.55
,09/20/2023,12:41:00,09/20/2023,23:25:00,Oklahoma:,MRO,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency",- Unknown,51,Unknown,2023,September,2023-09-20 12:41:00-05:00,2023-09-20 23:25:00-05:00,10.733333333333333
,09/16/2023,00:59:00,09/16/2023,09:59:00,New York: Suffolk County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,September,2023-09-16 00:59:00-05:00,2023-09-16 09:59:00-05:00,9.0
,09/15/2023,16:30:00,09/15/2023,17:00:00,Illinois: Grundy County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,September,2023-09-15 16:30:00-05:00,2023-09-15 17:00:00-05:00,0.5
,09/16/2023,10:35:00,09/17/2023,01:00:00,Connecticut: Massachusetts: Maine: Rhode Island: Vermont: New Hampshire:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,Unknown,75000,2023,September,2023-09-16 10:35:00-05:00,2023-09-17 01:00:00-05:00,14.416666666666666
,09/13/2023,09:15:00,09/13/2023,18:16:00,Texas: Hidalgo County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Physical attack,0,0,2023,September,2023-09-13 09:15:00-05:00,2023-09-13 18:16:00-05:00,9.016666666666667
,09/08/2023,23:44:00,09/10/2023,19:00:00,"Texas: Tarrant County, Dallas County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,Unknown,190000,2023,September,2023-09-08 23:44:00-05:00,2023-09-10 19:00:00-05:00,43.266666666666666
,09/08/2023,06:30:00,09/08/2023,09:00:00,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,September,2023-09-08 06:30:00-05:00,2023-09-08 09:00:00-05:00,2.5
,09/08/2023,18:06:00,09/08/2023,18:51:00,Massachusetts: Essex County[13];,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-08 18:06:00-05:00,2023-09-08 18:51:00-05:00,0.75
,09/08/2023,15:15:00,09/09/2023,22:05:00,Connecticut: Massachusetts: Maine: Rhode Island: Vermont: New Hampshire:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,Unknown,114000,2023,September,2023-09-08 15:15:00-05:00,2023-09-09 22:05:00-05:00,30.833333333333332
,09/09/2023,10:31:00,09/09/2023,10:51:00,New York: Queens County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,September,2023-09-09 10:31:00-05:00,2023-09-09 10:51:00-05:00,0.3333333333333333
,09/07/2023,13:00:00,09/07/2023,13:15:00,Texas: Fayette County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,September,2023-09-07 13:00:00-05:00,2023-09-07 13:15:00-05:00,0.25
,09/08/2023,06:30:00,09/08/2023,09:00:00,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,September,2023-09-08 06:30:00-05:00,2023-09-08 09:00:00-05:00,2.5
,09/07/2023,10:45:00,09/07/2023,21:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,- Weather or natural disaster - Other,Unknown,Unknown,2023,September,2023-09-07 10:45:00-05:00,2023-09-07 21:00:00-05:00,10.25
,09/06/2023,16:30:00,09/06/2023,21:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,- Weather or natural disaster - Other,Unknown,Unknown,2023,September,2023-09-06 16:30:00-05:00,2023-09-06 21:00:00-05:00,4.5
,09/06/2023,00:00:00,Unknown ,Unknown ,Michigan: Gratiot County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Weather or natural disaster - Other,Unknown,0,2023,September,2023-09-06 00:00:00-05:00,,
,09/05/2023,01:38:00,09/05/2023,05:39:00,Maine: Kennebec County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Other,0,0,2023,September,2023-09-05 01:38:00-05:00,2023-09-05 05:39:00-05:00,4.016666666666667
,10/03/2023,00:55:00,10/03/2023,01:13:00,Missouri: St. Louis County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Theft - Suspicious activity,Unknown,Unknown,2023,October ,2023-10-03 00:55:00-05:00,2023-10-03 01:13:00-05:00,0.3
,10/03/2023,16:00:00,10/03/2023,18:50:00,North Carolina: South Carolina:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,Unknown,Unknown,2023,October ,2023-10-03 16:00:00-05:00,2023-10-03 18:50:00-05:00,2.8333333333333335
,10/03/2023,23:44:00,10/04/2023,00:21:00,Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,- Unknown,0,0,2023,October,2023-10-03 23:44:00-05:00,2023-10-04 00:21:00-05:00,0.6166666666666667
,10/04/2023,22:01:00,10/06/2023,04:15:00,Texas:,RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,Unknown,153000,2023,October,2023-10-04 22:01:00-05:00,2023-10-06 04:15:00-05:00,30.233333333333334
,10/05/2023,18:38:00,10/05/2023,19:02:00,"Texas: New Mexico: Lea County, Eddy County;","RE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,0,0,2023,October,2023-10-05 18:38:00-05:00,2023-10-05 19:02:00-05:00,0.4
,10/06/2023,02:42:00,10/06/2023,03:13:00,Texas: Cameron County;,RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,October,2023-10-06 02:42:00-05:00,2023-10-06 03:13:00-05:00,0.5166666666666667
,10/07/2023,08:04:00,10/08/2023,02:32:00,New Jersey:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Suspicious activity,0,0,2023,October,2023-10-07 08:04:00-05:00,2023-10-08 02:32:00-05:00,18.466666666666665
,10/07/2023,14:04:00,Unknown ,Unknown ,California: Contra Costa County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Theft,0,0,2023,October,2023-10-07 14:04:00-05:00,,
,10/07/2023,08:49:00,10/08/2023,02:32:00,New Jersey: Essex County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Suspicious activity,Unknown,Unknown,2023,October,2023-10-07 08:49:00-05:00,2023-10-08 02:32:00-05:00,17.716666666666665
,10/12/2023,14:37:00,10/12/2023,15:37:00,Pennsylvania: Armstrong County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,Unknown,Unknown,2023,October,2023-10-12 14:37:00-05:00,2023-10-12 15:37:00-05:00,1.0
,10/12/2023,12:18:00,10/12/2023,12:19:00,Texas: Travis County;,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Physical attack - Other,0,0,2023,October,2023-10-12 12:18:00-05:00,2023-10-12 12:19:00-05:00,0.016666666666666666
,10/12/2023,14:37:00,10/12/2023,15:37:00,Pennsylvania: Armstrong County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,Unknown,Unknown,2023,October,2023-10-12 14:37:00-05:00,2023-10-12 15:37:00-05:00,1.0
,10/14/2023,07:10:00,Unknown ,Unknown ,California: Alameda County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Unknown - Vandalism,Unknown,Unknown,2023,October,2023-10-14 07:10:00-05:00,,
,10/14/2023,12:47:00,10/16/2023,09:43:00,"North Dakota: Mountrail County, Williams County;",MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Theft,0,0,2023,October,2023-10-14 12:47:00-05:00,2023-10-16 09:43:00-05:00,44.93333333333333
,10/15/2023,07:16:00,10/15/2023,12:52:00,California: Sacramento County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,72,6,2023,October,2023-10-15 07:16:00-05:00,2023-10-15 12:52:00-05:00,5.6
,10/18/2023,10:38:00,10/19/2023,18:00:00,Florida: Hillsborough County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,- Unknown,0,0,2023,October,2023-10-18 10:38:00-05:00,2023-10-19 18:00:00-05:00,31.366666666666667
,10/19/2023,10:30:00,10/19/2023,10:52:00,Texas: Lamb County; New Mexico:,RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,0,0,2023,October,2023-10-19 10:30:00-05:00,2023-10-19 10:52:00-05:00,0.36666666666666664
,10/19/2023,11:10:00,Unknown ,Unknown ,Minnesota: Goodhue County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Unknown,0,0,2023,October,2023-10-19 11:10:00-05:00,,
,10/19/2023,09:40:00,10/19/2023,09:45:00,Pennsylvania: Greene County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,October,2023-10-19 09:40:00-05:00,2023-10-19 09:45:00-05:00,0.08333333333333333
,10/21/2023,08:04:00,10/21/2023,08:05:00,California: San Joaquin County;,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism,0,0,2023,October,2023-10-21 08:04:00-05:00,2023-10-21 08:05:00-05:00,0.016666666666666666
,10/22/2023,02:10:00,10/23/2023,17:00:00,Texas: Jasper County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Physical attack - Vandalism - Theft - Suspicious activity,0,0,2023,October,2023-10-22 02:10:00-05:00,2023-10-23 17:00:00-05:00,38.833333333333336
,10/25/2023,23:39:00,10/29/2023,19:11:00,Oklahoma: Texas County;,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Physical attack - Generator loss or failure,0,0,2023,October,2023-10-25 23:39:00-05:00,2023-10-29 19:11:00-05:00,91.53333333333333
,10/26/2023,11:21:00,10/26/2023,11:22:00,Texas: Orange County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Transmission equipment failure,Unknown,26,2023,October,2023-10-26 11:21:00-05:00,2023-10-26 11:22:00-05:00,0.016666666666666666
,10/26/2023,10:05:00,10/26/2023,10:20:00,Illinois: Cook County;,RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,October,2023-10-26 10:05:00-05:00,2023-10-26 10:20:00-05:00,0.25
,10/26/2023,12:41:00,10/26/2023,14:01:00,Oregon: Jefferson County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,140,0,2023,October,2023-10-26 12:41:00-05:00,2023-10-26 14:01:00-05:00,1.3333333333333333
,10/26/2023,10:05:00,10/26/2023,10:20:00,Illinois: Cook County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,October,2023-10-26 10:05:00-05:00,2023-10-26 10:20:00-05:00,0.25
,10/29/2023,04:00:00,10/30/2023,16:00:00,Nevada:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,October,2023-10-29 04:00:00-05:00,2023-10-30 16:00:00-05:00,36.0
,2023-11-01 00:00:00,14:37:00,Unknown,Unknown,Texas: Cameron County;,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Physical attack,0,0,2023,November,,,
,11/02/2023,20:00:00,11/02/2023,20:06:00,South Carolina: Oconee County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,November,2023-11-02 20:00:00-05:00,2023-11-02 20:06:00-05:00,0.1
,11/02/2023,11:10:00,11/02/2023,11:20:00,Oregon: Washington: Idaho: Bannock County; Utah: Wyoming:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,- Theft,0,0,2023,November,2023-11-02 11:10:00-05:00,2023-11-02 11:20:00-05:00,0.16666666666666666
,11/06/2023,16:00:00,11/06/2023,17:00:00,Arkansas:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Vandalism - Suspicious activity,0,0,2023,November,2023-11-06 16:00:00-06:00,2023-11-06 17:00:00-06:00,1.0
,11/09/2023,13:35:00,2023-11-09 00:00:00,14:35:00,Oklahoma: Louisiana: Texas:,MRO/SERC/RE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,- Other,0,0,2023,November,2023-11-09 13:35:00-06:00,,
,11/09/2023,03:00:00,11/09/2023,03:15:00,California: Fresno County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,- Vandalism - Theft,0,0,2023,November,2023-11-09 03:00:00-06:00,2023-11-09 03:15:00-06:00,0.25
,11/10/2023,18:10:00,11/10/2023,19:58:00,Maryland: Baltimore County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,- Suspicious activity,0,0,2023,November,2023-11-10 18:10:00-06:00,2023-11-10 19:58:00-06:00,1.8
,11/10/2023,18:10:00,11/10/2023,19:58:00,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Suspicious activity,0,0,2023,November,2023-11-10 18:10:00-06:00,2023-11-10 19:58:00-06:00,1.8
,11/10/2023,08:00:00,11/10/2023,08:01:00,Nevada:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",- Vandalism - Theft - Suspicious activity,0,0,2023,November,2023-11-10 08:00:00-06:00,2023-11-10 08:01:00-06:00,0.016666666666666666
,11/11/2023,00:45:00,11/11/2023,01:11:00,Utah: Salt Lake County; California: Oregon:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,- Vandalism,0,0,2023,November,2023-11-11 00:45:00-06:00,2023-11-11 01:11:00-06:00,0.43333333333333335
,11/12/2023,06:45:00,11/12/2023,08:59:00,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,- Other,0,0,2023,November,2023-11-12 06:45:00-06:00,2023-11-12 08:59:00-06:00,2.2333333333333334
,11/13/2023,16:16:00,11/13/2023,16:36:00,North Dakota: Burleigh County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",- Other,0,0,2023,November,2023-11-13 16:16:00-06:00,2023-11-13 16:36:00-06:00,0.3333333333333333
,11/15/2023,20:00:00,11/16/2023,20:30:00,California: Imperial County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,- Fuel supply emergency,0,0,2023,November,2023-11-15 20:00:00-06:00,2023-11-16 20:30:00-06:00,24.5
,11/16/2023,03:18:00,Unknown,Unknown,"Florida: Miami-Dade County, Broward County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",- Weather or natural disaster,0,0,2023,November,2023-11-16 03:18:00-06:00,,
